,Stock Name,MSE,RMSE,R2 Score
0,TSLA,34719.06597189837,186.33052882417945,-1.7888224221496438
1,GOOG,19929.376115409774,141.17144227998017,-0.07731787220738173
2,AAPL,172.4774882448837,13.133068500730653,-1.2322162402500383
3,AMZN,61294.70551009148,247.57767571025357,-0.1405148889654626
4,FB,3255.2348625584073,57.054665563461214,0.0545354151849351
