Stock Name,MSE,RMSE,R2 Score
GOOG,0.7242315188510888,0.8510179309809452,-161.85612254035095
TSLA,0.6376065173504686,0.7985026720997673,-64.74287934878706
AAPL,0.7381159935887406,0.8591367723411335,-144.25799615087402
AMZN,0.5324242087692773,0.729674042822737,-40.27379915035574
FB,0.3424143418992762,0.5851618083054261,-4.617525515906984
