Stock Name,MSE,RMSE,R2 Score
GOOG,0.0008983942716291221,0.029973225912956418,0.7979803366993965
TSLA,0.003700230225290449,0.06082951771377486,0.6184734900846502
AAPL,0.0005899148133001152,0.024288161999215074,0.8839073473221123
AMZN,0.0014909500837477897,0.03861282278916927,0.8844207808618276
FB,0.0018927934408310095,0.04350624599791402,0.968947517235311
