Stock Name,MSE,RMSE,R2 Score
GOOG,0.06160261132604412,0.2481987335302985,-12.852424477237689
TSLA,0.08883371057436526,0.2980498457881924,-8.159542378368496
AAPL,0.08054911989565998,0.2838117684234746,-14.851714160632634
AMZN,0.00996510854915196,0.09982539030302842,0.2274996478467336
FB,0.027329965930330297,0.16531777257854127,0.551634490217527
