Stock Name,MSE,RMSE,R2 Score
GOOG,0.0008740735446874769,0.02956473481510492,0.8034492774786687
TSLA,0.017323165673433207,0.13161749759600053,-0.7861718157149449
AAPL,0.0016843765279102643,0.04104115651282581,0.6685220733150309
AMZN,0.0014871973992564864,0.038564198413249644,0.8847116908982565
FB,0.012636360331624838,0.11241156671635191,0.7926924550024305
