Stock Name,MSE,RMSE,R2 Score
GOOG,0.0012925768120506489,0.035952424286140275,0.7093414989310636
TSLA,0.007987245870065407,0.0893713929065974,0.17644420614324208
AAPL,0.0004891304892222527,0.022116294653993302,0.903741261078393
AMZN,0.0014460739961452479,0.03802727963114438,0.8878995983082442
FB,0.002196773763801346,0.04686975318690451,0.9639605262957732
