,Stock Name,MSE,RMSE,R2 Score
0,TSLA,2804.6098714823484,52.95856749839773,0.7747186257457797
1,GOOG,5022.300541395257,70.86819132301358,0.728510611596199
2,AAPL,18.03839872750767,4.247163609693847,0.7665457272285929
3,AMZN,8791.871955275536,93.76498256425762,0.8364090212454195
4,FB,162.9305285255501,12.764424331929353,0.9526777479935691
