Stock Name,MSE,RMSE,R2 Score
GOOG,0.0017430362800572425,0.04174968598752861,0.6080478098114288
TSLA,0.0010721315727267096,0.03274342029670556,0.8894537387655741
AAPL,0.0005978978648813877,0.024451950124302717,0.8823363177198045
AMZN,0.001336588894562493,0.03655938859667231,0.8963869398270088
FB,0.00163553706856486,0.04044177380586638,0.9731679719841366
