Stock Name,MSE,RMSE,R2 Score
GOOG,0.0021005057366295823,0.04583127465639138,0.5276645509934049
TSLA,0.6754275623752923,0.8218440012406809,-68.64256407949586
AAPL,0.0005015416029398006,0.022395124535036653,0.9012988082332158
AMZN,0.5996937861008489,0.7743989837937862,-45.48857146533095
FB,0.004340536591464334,0.06588274881533354,0.9287907307853032
